Customer ID,Full Name,Date of Purchase,Age,State,MTN Device,Gender,Satisfaction Rate,Customer Review,Customer Tenure in months,Subscription Plan,Unit Price,Number of Times Purchased,Total Revenue,Data Usage,Customer Churn Status,Reasons for Churn,Subscription Plan_encoded,tenure_x_Data Usage,charge_per_usage,Age_binned
CUST0215,Grace Figueroa,Feb-25,53,Edo,Mobile SIM Card,Female,1,Poor,26,16.5GB+10mins Monthly Plan,6500,6,39000,60.39,No,,6,1570.14,635.2826193191073,Middle
CUST0215,Grace Figueroa,Feb-25,53,Edo,Broadband MiFi,Female,1,Poor,26,120GB Monthly Broadband Plan,24000,4,96000,36.64,No,,4,952.64,2550.4782146652497,Middle
CUST0216,John Erickson,Mar-25,32,Edo,5G Broadband Router,Male,1,Poor,44,200GB Monthly Broadband Plan,25000,10,250000,52.48,Yes,Poor Customer Service,10,2309.12,4674.644727000748,Young
CUST0216,John Erickson,Mar-25,32,Edo,4G Router,Male,1,Poor,44,165GB Monthly Plan,35000,16,560000,170.32,Yes,Poor Customer Service,7,7494.08,3268.736866682232,Young
CUST0216,John Erickson,Mar-25,32,Edo,Mobile SIM Card,Male,1,Poor,44,2.5GB 2-Day Plan,900,19,17100,173.35,Yes,Poor Customer Service,9,7627.4,98.07857757384572,Young
CUST0217,Kunle Collins,Feb-25,76,Benue,4G Router,Male,5,Excellent,56,10GB+10mins Monthly Plan,4500,19,85500,68.86,Yes,Poor Network,2,3856.16,1223.8763240767248,Senior
CUST0218,Zina Dawson,Jan-25,34,Niger,5G Broadband Router,Male,4,Very Good,50,30GB Monthly Broadband Plan,9000,9,81000,1.44,No,,15,72.0,33196.72131147541,Young
CUST0219,Fatima Scott,Jan-25,37,Abuja (FCT),Mobile SIM Card,Female,2,Fair,51,12.5GB Monthly Plan,5500,2,11000,76.97,No,,3,3925.47,141.0799025266128,Young
CUST0219,Fatima Scott,Jan-25,37,Abuja (FCT),4G Router,Female,2,Fair,51,10GB+10mins Monthly Plan,4500,1,4500,146.27,No,,2,7459.77,30.55612140965573,Young
CUST0219,Fatima Scott,Jan-25,37,Abuja (FCT),5G Broadband Router,Female,2,Fair,51,200GB Monthly Broadband Plan,25000,17,425000,151.49,No,,10,7725.990000000001,2787.0680044593087,Young
CUST0220,Bala Smith,Mar-25,18,Lagos,Mobile SIM Card,Male,3,Good,15,2.5GB 2-Day Plan,900,10,9000,59.99,Yes,Fast Data Consumption,9,899.85,147.56517461878997,Very Young
CUST0221,Zina Cochran,Feb-25,59,Kwara,Mobile SIM Card,Male,3,Good,22,2.5GB 2-Day Plan,900,5,4500,46.07,No,,9,1013.54,95.60229445506693,Mature
CUST0222,Fatima Carpenter,Mar-25,18,Zamfara,Mobile SIM Card,Male,1,Poor,8,2.5GB 2-Day Plan,900,1,900,132.56,No,,9,1060.48,6.738544474393531,Very Young
CUST0223,Sade Howell,Jan-25,30,Kogi,Mobile SIM Card,Female,5,Excellent,25,65GB Monthly Plan,16000,4,64000,60.57,Yes,High Call Tarriffs,19,1514.25,1039.467273022576,Young
CUST0224,Sarah Stevens,Jan-25,50,Borno,5G Broadband Router,Female,5,Excellent,54,150GB FUP Monthly Unlimited,20000,16,320000,157.06,No,,5,8481.24,2024.547640136657,Middle
CUST0225,Bala Cummings,Feb-25,41,Edo,Mobile SIM Card,Male,3,Good,23,165GB Monthly Plan,35000,1,35000,66.46,Yes,Relocation,7,1528.58,518.8259709457457,Young
CUST0225,Bala Cummings,Feb-25,41,Edo,5G Broadband Router,Male,3,Good,23,30GB Monthly Broadband Plan,9000,4,36000,134.49,Yes,Relocation,15,3093.2700000000004,265.7022658498782,Young
CUST0226,Grace Carter,Jan-25,35,Katsina,5G Broadband Router,Male,3,Good,47,1.5TB Yearly Broadband Plan,150000,6,900000,10.49,No,,1,493.03000000000003,78328.9817232376,Young
CUST0226,Grace Carter,Jan-25,35,Katsina,4G Router,Male,3,Good,47,65GB Monthly Plan,16000,12,192000,170.52,No,,19,8014.4400000000005,1119.4029850746267,Young
CUST0227,Ese Stewart,Jan-25,70,Delta,4G Router,Male,1,Poor,55,165GB Monthly Plan,35000,9,315000,191.04,No,,7,10507.199999999999,1640.2832743178506,Senior
CUST0227,Ese Stewart,Jan-25,70,Delta,Mobile SIM Card,Male,1,Poor,55,3.2GB 2-Day Plan,1000,11,11000,74.84,No,,13,4116.2,145.042194092827,Senior
CUST0227,Ese Stewart,Jan-25,70,Delta,5G Broadband Router,Male,1,Poor,55,300GB FUP Monthly Unlimited,30000,13,390000,23.21,No,,14,1276.55,16109.0458488228,Senior
CUST0228,Zina Fuller,Feb-25,50,Jigawa,Broadband MiFi,Female,2,Fair,52,60GB Monthly Broadband Plan,14500,16,232000,182.29,Yes,High Call Tarriffs,18,9479.08,1265.7537236073981,Middle
CUST0228,Zina Fuller,Feb-25,50,Jigawa,Mobile SIM Card,Female,2,Fair,52,12.5GB Monthly Plan,5500,13,71500,36.66,Yes,High Call Tarriffs,3,1906.3199999999997,1898.566117896973,Middle
CUST0228,Zina Fuller,Feb-25,50,Jigawa,5G Broadband Router,Female,2,Fair,52,200GB Monthly Broadband Plan,25000,5,125000,122.47,Yes,High Call Tarriffs,10,6368.44,1012.3916740908722,Middle
CUST0229,John Edwards,Jan-25,78,Delta,Mobile SIM Card,Female,1,Poor,29,25GB Monthly Plan,9000,20,180000,104.06,Yes,Costly Data Plans,12,3017.7400000000002,1713.3066818960594,Senior
CUST0230,Ngozi Pierce,Feb-25,71,Imo,Broadband MiFi,Female,2,Fair,23,120GB Monthly Broadband Plan,24000,16,384000,169.84,No,,4,3906.32,2247.7171622570827,Senior
CUST0230,Ngozi Pierce,Feb-25,71,Imo,Mobile SIM Card,Female,2,Fair,23,1.5GB 2-Day Plan,600,16,9600,15.44,No,,0,355.12,583.9416058394162,Senior
CUST0230,Ngozi Pierce,Feb-25,71,Imo,5G Broadband Router,Female,2,Fair,23,200GB Monthly Broadband Plan,25000,9,225000,48.56,No,,10,1116.88,4539.9515738498785,Senior
CUST0231,Sade Smith,Feb-25,80,Osun,Mobile SIM Card,Female,1,Poor,26,12.5GB Monthly Plan,5500,16,88000,63.55,No,,3,1652.3,1363.2842757552285,Senior
CUST0231,Sade Smith,Feb-25,80,Osun,Broadband MiFi,Female,1,Poor,26,30GB Monthly Broadband Plan,9000,14,126000,20.98,No,,15,545.48,5732.484076433121,Senior
CUST0231,Sade Smith,Feb-25,80,Osun,Mobile SIM Card,Female,1,Poor,26,65GB Monthly Plan,16000,1,16000,111.65,No,,19,2902.9,142.0328450954283,Senior
CUST0232,Chinedu Hughes,Feb-25,54,Zamfara,4G Router,Male,3,Good,42,165GB Monthly Plan,35000,20,700000,66.73,No,,7,2802.6600000000003,10335.154289089029,Middle
CUST0233,John Benjamin,Feb-25,62,Nasarawa,5G Broadband Router,Male,1,Poor,7,150GB FUP Monthly Unlimited,20000,6,120000,9.63,No,,5,67.41000000000001,11288.805268109125,Mature
CUST0233,John Benjamin,Feb-25,62,Nasarawa,Mobile SIM Card,Male,1,Poor,7,12.5GB Monthly Plan,5500,14,77000,28.52,No,,3,199.64,2608.4010840108403,Mature
CUST0233,John Benjamin,Feb-25,62,Nasarawa,4G Router,Male,1,Poor,7,65GB Monthly Plan,16000,7,112000,51.23,No,,19,358.60999999999996,2144.3614780777334,Mature
CUST0234,Bala Hardin,Feb-25,31,Kebbi,Broadband MiFi,Male,3,Good,30,60GB Monthly Broadband Plan,14500,19,275500,91.75,Yes,Fast Data Consumption,18,2752.5,2970.3504043126686,Young
CUST0235,Michael Savage,Jan-25,33,Yobe,Mobile SIM Card,Male,5,Excellent,34,1.5GB 2-Day Plan,600,5,3000,146.23,No,,0,4971.82,20.37628200774299,Young
CUST0235,Michael Savage,Jan-25,33,Yobe,5G Broadband Router,Male,5,Excellent,34,150GB FUP Monthly Unlimited,20000,20,400000,77.79,No,,5,2644.86,5076.786394212463,Young
CUST0235,Michael Savage,Jan-25,33,Yobe,Broadband MiFi,Male,5,Excellent,34,120GB Monthly Broadband Plan,24000,17,408000,176.6,No,,4,6004.4,2297.2972972972975,Young
CUST0236,Omamuzo Stephenson,Mar-25,69,Imo,Mobile SIM Card,Female,3,Good,26,165GB Monthly Plan,35000,17,595000,120.7,No,,7,3138.2000000000003,4889.071487263764,Senior
CUST0237,Maryam Moore,Mar-25,56,Ondo,4G Router,Male,3,Good,14,25GB Monthly Plan,9000,12,108000,142.22,No,,12,1991.08,754.084625052367,Mature
CUST0238,John Patel,Feb-25,69,Adamawa,Mobile SIM Card,Female,1,Poor,57,1.5GB 2-Day Plan,600,2,1200,11.09,No,,0,632.13,99.25558312655087,Senior
CUST0239,Bala Holt,Mar-25,50,Abuja (FCT),5G Broadband Router,Female,2,Fair,44,200GB Monthly Broadband Plan,25000,4,100000,162.9,No,,10,7167.6,610.1281269066503,Middle
CUST0239,Bala Holt,Mar-25,50,Abuja (FCT),Broadband MiFi,Female,2,Fair,44,120GB Monthly Broadband Plan,24000,18,432000,173.67,No,,4,7641.48,2473.2352436022215,Middle
CUST0239,Bala Holt,Mar-25,50,Abuja (FCT),Mobile SIM Card,Female,2,Fair,44,500MB Daily Plan,350,18,6300,148.61,No,,17,6538.84,42.1094846601163,Middle
CUST0240,Omamuzo Roberts,Jan-25,46,Zamfara,5G Broadband Router,Female,4,Very Good,45,30GB Monthly Broadband Plan,9000,7,63000,148.86,No,,15,6698.700000000001,420.39236620846117,Middle
CUST0240,Omamuzo Roberts,Jan-25,46,Zamfara,Mobile SIM Card,Female,4,Very Good,45,12.5GB Monthly Plan,5500,12,66000,166.08,No,,3,7473.6,395.02034953315774,Middle
CUST0240,Omamuzo Roberts,Jan-25,46,Zamfara,Broadband MiFi,Female,4,Very Good,45,120GB Monthly Broadband Plan,24000,20,480000,109.55,No,,4,4929.75,4341.926729986431,Middle
CUST0241,Bala Calhoun,Jan-25,40,Cross River,Broadband MiFi,Female,2,Fair,12,60GB Monthly Broadband Plan,14500,9,130500,56.18,No,,18,674.16,2282.2665267576076,Young
CUST0241,Bala Calhoun,Jan-25,40,Cross River,4G Router,Female,2,Fair,12,10GB+10mins Monthly Plan,4500,9,40500,32.61,No,,2,391.32,1204.9985123475155,Young
CUST0241,Bala Calhoun,Jan-25,40,Cross River,Mobile SIM Card,Female,2,Fair,12,2.5GB 2-Day Plan,900,5,4500,66.45,No,,9,797.4000000000001,66.71608598962194,Young
CUST0242,Bola Miller,Mar-25,35,Niger,5G Broadband Router,Male,4,Very Good,50,60GB Monthly Broadband Plan,14500,17,246500,191.42,No,,18,9571.0,1281.051865710425,Young
CUST0242,Bola Miller,Mar-25,35,Niger,Broadband MiFi,Male,4,Very Good,50,30GB Monthly Broadband Plan,9000,6,54000,157.36,No,,15,7868.000000000001,340.9952008082849,Young
CUST0242,Bola Miller,Mar-25,35,Niger,4G Router,Male,4,Very Good,50,165GB Monthly Plan,35000,13,455000,108.84,No,,7,5442.0,4142.388929351784,Young
CUST0243,Chinedu Elliott,Mar-25,60,Osun,Mobile SIM Card,Male,3,Good,43,16.5GB+10mins Monthly Plan,6500,1,6500,164.83,No,,6,7087.6900000000005,39.196767774226615,Mature
CUST0244,Ifeanyi Austin,Feb-25,60,Nasarawa,Mobile SIM Card,Male,1,Poor,58,20GB Monthly Plan,7500,10,75000,51.69,No,,11,2998.02,1423.4200037957867,Mature
CUST0244,Ifeanyi Austin,Feb-25,60,Nasarawa,Broadband MiFi,Male,1,Poor,58,30GB Monthly Broadband Plan,9000,12,108000,182.31,No,,15,10573.98,589.1658938410343,Mature
CUST0245,Michael Jones,Feb-25,73,Yobe,4G Router,Male,3,Good,19,65GB Monthly Plan,16000,7,112000,125.57,No,,19,2385.83,884.8858339258909,Senior
CUST0246,Fatima Foster,Feb-25,70,Anambra,Broadband MiFi,Male,1,Poor,35,60GB Monthly Broadband Plan,14500,2,29000,143.52,No,,18,5023.200000000001,200.66426792139495,Senior
CUST0247,Chinedu Yates,Mar-25,25,Oyo,5G Broadband Router,Male,5,Excellent,51,450GB 3-Month Broadband Plan,75000,13,975000,77.91,Yes,Better Offers from Competitors,16,3973.41,12355.848434925865,Very Young
CUST0248,Boma Peterson,Jan-25,56,Kano,Broadband MiFi,Female,5,Excellent,44,30GB Monthly Broadband Plan,9000,17,153000,71.86,Yes,High Call Tarriffs,15,3161.84,2099.917650288224,Mature
CUST0248,Boma Peterson,Jan-25,56,Kano,5G Broadband Router,Female,5,Excellent,44,150GB FUP Monthly Unlimited,20000,10,200000,58.32,Yes,High Call Tarriffs,5,2566.08,3371.5441672285906,Mature
CUST0248,Boma Peterson,Jan-25,56,Kano,Mobile SIM Card,Female,5,Excellent,44,3.2GB 2-Day Plan,1000,15,15000,56.66,Yes,High Call Tarriffs,13,2493.04,260.1456815816858,Mature
CUST0249,Omamuzo Jones,Feb-25,66,Kano,5G Broadband Router,Female,2,Fair,11,120GB Monthly Broadband Plan,24000,12,288000,135.62,No,,4,1491.8200000000002,2108.036890645586,Mature
CUST0249,Omamuzo Jones,Feb-25,66,Kano,Mobile SIM Card,Female,2,Fair,11,2.5GB 2-Day Plan,900,18,16200,110.93,No,,9,1220.23,144.73331546502277,Mature
CUST0249,Omamuzo Jones,Feb-25,66,Kano,Broadband MiFi,Female,2,Fair,11,150GB FUP Monthly Unlimited,20000,1,20000,25.09,No,,5,275.99,766.5772326561901,Mature
CUST0250,Tamuno Lawrence,Mar-25,26,Abia,4G Router,Male,2,Fair,48,10GB+10mins Monthly Plan,4500,9,40500,123.57,No,,2,5931.36,325.1184073211849,Very Young
CUST0250,Tamuno Lawrence,Mar-25,26,Abia,Broadband MiFi,Male,2,Fair,48,150GB FUP Monthly Unlimited,20000,19,380000,23.37,No,,5,1121.76,15592.942141977841,Very Young
CUST0250,Tamuno Lawrence,Mar-25,26,Abia,5G Broadband Router,Male,2,Fair,48,30GB Monthly Broadband Plan,9000,18,162000,170.35,No,,15,8176.799999999999,945.4333236066531,Very Young
CUST0251,Zina Nicholson,Jan-25,25,Cross River,5G Broadband Router,Male,2,Fair,17,300GB FUP Monthly Unlimited,30000,8,240000,134.42,No,,14,2285.14,1772.2640673460348,Very Young
CUST0251,Zina Nicholson,Jan-25,25,Cross River,4G Router,Male,2,Fair,17,65GB Monthly Plan,16000,3,48000,57.38,No,,19,975.46,822.1993833504624,Very Young
CUST0252,Bala Graham,Mar-25,56,Yobe,5G Broadband Router,Female,5,Excellent,22,300GB FUP Monthly Unlimited,30000,8,240000,1.46,Yes,Relocation,14,32.12,97560.9756097561,Mature
CUST0252,Bala Graham,Mar-25,56,Yobe,Mobile SIM Card,Female,5,Excellent,22,10GB+10mins Monthly Plan,4500,14,63000,142.58,Yes,Relocation,2,3136.76,438.7797743418303,Mature
CUST0253,Zainab Blackwell,Feb-25,62,Borno,Mobile SIM Card,Female,4,Very Good,57,3.2GB 2-Day Plan,1000,20,20000,35.57,No,,13,2027.49,546.8963631391852,Mature
CUST0253,Zainab Blackwell,Feb-25,62,Borno,5G Broadband Router,Female,4,Very Good,57,150GB FUP Monthly Unlimited,20000,5,100000,168.44,No,,5,9601.08,590.1794145420208,Mature
CUST0254,David Rodriguez,Jan-25,41,Edo,Broadband MiFi,Male,1,Poor,47,120GB Monthly Broadband Plan,24000,2,48000,42.95,No,,4,2018.65,1092.1501706484642,Young
CUST0254,David Rodriguez,Jan-25,41,Edo,5G Broadband Router,Male,1,Poor,47,120GB Monthly Broadband Plan,24000,18,432000,108.92,No,,4,5119.24,3930.1310043668122,Young
CUST0254,David Rodriguez,Jan-25,41,Edo,4G Router,Male,1,Poor,47,165GB Monthly Plan,35000,5,175000,130.95,No,,7,6154.65,1326.2599469496022,Young
CUST0255,Ejiro Miller,Feb-25,66,Osun,5G Broadband Router,Female,5,Excellent,9,30GB Monthly Broadband Plan,9000,20,180000,132.7,No,,15,1194.3,1346.2976813762155,Mature
CUST0255,Ejiro Miller,Feb-25,66,Osun,Mobile SIM Card,Female,5,Excellent,9,1.5GB 2-Day Plan,600,5,3000,151.56,No,,0,1364.04,19.664394336654432,Mature
CUST0256,Alabo Smith,Feb-25,36,Enugu,4G Router,Male,3,Good,48,25GB Monthly Plan,9000,2,18000,74.2,Yes,Better Offers from Competitors,12,3561.6000000000004,239.36170212765956,Young
CUST0256,Alabo Smith,Feb-25,36,Enugu,Broadband MiFi,Male,3,Good,48,150GB FUP Monthly Unlimited,20000,12,240000,103.82,Yes,Better Offers from Competitors,5,4983.36,2289.639381797367,Young
CUST0257,Omamuzo Smith,Mar-25,76,Sokoto,5G Broadband Router,Male,1,Poor,3,300GB FUP Monthly Unlimited,30000,13,390000,75.64,No,,14,226.92000000000002,5088.726513569937,Senior
CUST0257,Omamuzo Smith,Mar-25,76,Sokoto,Mobile SIM Card,Male,1,Poor,3,7GB Monthly Plan,3500,3,10500,117.74,No,,20,353.21999999999997,88.42849924204144,Senior
CUST0257,Omamuzo Smith,Mar-25,76,Sokoto,4G Router,Male,1,Poor,3,25GB Monthly Plan,9000,8,72000,75.58,No,,12,226.74,940.1932619482894,Senior
CUST0258,Sarah Munoz,Feb-25,67,Ekiti,Mobile SIM Card,Female,5,Excellent,32,65GB Monthly Plan,16000,9,144000,103.15,Yes,Poor Customer Service,19,3300.8,1382.6212193951033,Mature
CUST0258,Sarah Munoz,Feb-25,67,Ekiti,Broadband MiFi,Female,5,Excellent,32,150GB FUP Monthly Unlimited,20000,6,120000,30.47,Yes,Poor Customer Service,5,975.04,3813.155386081983,Mature
CUST0259,Ejiro Collins,Mar-25,31,Osun,Mobile SIM Card,Female,1,Poor,52,1.5GB 2-Day Plan,600,14,8400,129.63,No,,0,6740.76,64.30375870780065,Young
CUST0259,Ejiro Collins,Mar-25,31,Osun,Broadband MiFi,Female,1,Poor,52,30GB Monthly Broadband Plan,9000,5,45000,49.11,No,,15,2553.72,898.0243464378368,Young
CUST0260,Amina Johns,Feb-25,33,Zamfara,Mobile SIM Card,Male,1,Poor,58,1GB+1.5mins Daily Plan,500,7,3500,189.48,Yes,Poor Customer Service,8,10989.84,18.374632507349855,Young
CUST0260,Amina Johns,Feb-25,33,Zamfara,5G Broadband Router,Male,1,Poor,58,1.5TB Yearly Broadband Plan,150000,16,2400000,121.5,Yes,Poor Customer Service,1,7047.0,19591.836734693876,Young
CUST0260,Amina Johns,Feb-25,33,Zamfara,Broadband MiFi,Male,1,Poor,58,60GB Monthly Broadband Plan,14500,14,203000,34.53,Yes,Poor Customer Service,18,2002.74,5713.4815648747535,Young
CUST0261,Obinna Simon,Mar-25,39,Zamfara,4G Router,Female,4,Very Good,11,165GB Monthly Plan,35000,4,140000,77.4,No,,7,851.4000000000001,1785.7142857142856,Young
CUST0262,Funke Alexander,Feb-25,41,Bauchi,Broadband MiFi,Female,5,Excellent,53,30GB Monthly Broadband Plan,9000,5,45000,96.71,Yes,Fast Data Consumption,15,5125.63,460.546515198035,Young
CUST0262,Funke Alexander,Feb-25,41,Bauchi,5G Broadband Router,Female,5,Excellent,53,30GB Monthly Broadband Plan,9000,14,126000,179.45,Yes,Fast Data Consumption,15,9510.849999999999,698.2543640897755,Young
CUST0262,Funke Alexander,Feb-25,41,Bauchi,Mobile SIM Card,Female,5,Excellent,53,16.5GB+10mins Monthly Plan,6500,2,13000,84.43,Yes,Fast Data Consumption,6,4474.79,152.17136837176633,Young
CUST0263,Sarah Fritz,Feb-25,70,Osun,Broadband MiFi,Female,3,Good,51,300GB FUP Monthly Unlimited,30000,8,240000,95.69,No,,14,4880.19,2482.1594787465096,Senior
CUST0263,Sarah Fritz,Feb-25,70,Osun,4G Router,Female,3,Good,51,65GB Monthly Plan,16000,18,288000,57.01,No,,19,2907.5099999999998,4964.661265299086,Senior
CUST0263,Sarah Fritz,Feb-25,70,Osun,Mobile SIM Card,Female,3,Good,51,20GB Monthly Plan,7500,1,7500,51.93,No,,11,2648.43,141.6965803891933,Senior
CUST0264,Tunde Smith,Feb-25,31,Bauchi,Mobile SIM Card,Male,3,Good,25,165GB Monthly Plan,35000,9,315000,130.49,No,,7,3262.25,2395.6194387405885,Young
CUST0265,Saidu Martinez,Feb-25,70,Gombe,Mobile SIM Card,Female,2,Fair,44,16.5GB+10mins Monthly Plan,6500,9,58500,111.2,No,,6,4892.8,521.3903743315508,Senior
CUST0265,Saidu Martinez,Feb-25,70,Gombe,Broadband MiFi,Female,2,Fair,44,300GB FUP Monthly Unlimited,30000,13,390000,115.74,No,,14,5092.5599999999995,3340.75723830735,Senior
CUST0265,Saidu Martinez,Feb-25,70,Gombe,4G Router,Female,2,Fair,44,10GB+10mins Monthly Plan,4500,4,18000,171.07,No,,2,7527.08,104.60858952751788,Senior
CUST0266,Nura Hunter,Feb-25,73,Abuja (FCT),Broadband MiFi,Male,3,Good,14,30GB Monthly Broadband Plan,9000,5,45000,160.97,No,,15,2253.58,277.82922763474716,Senior
CUST0266,Nura Hunter,Feb-25,73,Abuja (FCT),Mobile SIM Card,Male,3,Good,14,12.5GB Monthly Plan,5500,14,77000,185.21,No,,3,2592.94,413.5116266580742,Senior
CUST0266,Nura Hunter,Feb-25,73,Abuja (FCT),4G Router,Male,3,Good,14,65GB Monthly Plan,16000,8,128000,13.28,No,,19,185.92,8963.58543417367,Senior
CUST0267,Ejiro Mendoza,Feb-25,26,Rivers,Broadband MiFi,Female,5,Excellent,60,60GB Monthly Broadband Plan,14500,7,101500,88.07,No,,18,5284.2,1139.5531604356124,Very Young
CUST0267,Ejiro Mendoza,Feb-25,26,Rivers,Mobile SIM Card,Female,5,Excellent,60,16.5GB+10mins Monthly Plan,6500,2,13000,57.56,No,,6,3453.6000000000004,221.99453551912566,Very Young
CUST0268,Michael Peterson,Feb-25,45,Abuja (FCT),5G Broadband Router,Male,1,Poor,24,450GB 3-Month Broadband Plan,75000,13,975000,70.95,No,,16,1702.8000000000002,13551.077136900625,Middle
CUST0269,Tamuno Diaz,Jan-25,41,Bauchi,5G Broadband Router,Male,1,Poor,48,60GB Monthly Broadband Plan,14500,7,101500,121.47,No,,18,5830.5599999999995,828.7743937290766,Young
CUST0269,Tamuno Diaz,Jan-25,41,Bauchi,4G Router,Male,1,Poor,48,165GB Monthly Plan,35000,19,665000,185.98,No,,7,8927.039999999999,3556.530110172211,Young
CUST0269,Tamuno Diaz,Jan-25,41,Bauchi,Mobile SIM Card,Male,1,Poor,48,2.5GB 2-Day Plan,900,14,12600,52.59,No,,9,2524.32,235.1184922560179,Young
CUST0270,Michael Rodriguez,Jan-25,29,Kaduna,5G Broadband Router,Female,5,Excellent,22,450GB 3-Month Broadband Plan,75000,8,600000,112.85,No,,16,2482.7,5270.092226613966,Young
CUST0270,Michael Rodriguez,Jan-25,29,Kaduna,Mobile SIM Card,Female,5,Excellent,22,7GB Monthly Plan,3500,15,52500,192.27,No,,20,4229.9400000000005,271.6407098877218,Young
CUST0270,Michael Rodriguez,Jan-25,29,Kaduna,Mobile SIM Card,Female,5,Excellent,22,165GB Monthly Plan,35000,1,35000,179.36,No,,7,3945.92,194.05633178088266,Young
CUST0271,John Benson,Feb-25,30,Edo,5G Broadband Router,Male,2,Fair,25,30GB Monthly Broadband Plan,9000,9,81000,140.31,No,,15,3507.75,573.2078409171326,Young
CUST0271,John Benson,Feb-25,30,Edo,Mobile SIM Card,Male,2,Fair,25,500MB Daily Plan,350,13,4550,57.81,No,,17,1445.25,77.36779459275633,Young
CUST0272,Tega Cooper,Mar-25,25,Enugu,Mobile SIM Card,Female,2,Fair,21,10GB+10mins Monthly Plan,4500,7,31500,100.05,No,,2,2101.0499999999997,311.7268678871846,Very Young
CUST0272,Tega Cooper,Mar-25,25,Enugu,5G Broadband Router,Female,2,Fair,21,60GB Monthly Broadband Plan,14500,9,130500,147.22,No,,18,3091.62,880.4479827283767,Very Young
CUST0273,Fatima Lewis,Mar-25,45,Benue,Broadband MiFi,Male,2,Fair,54,60GB Monthly Broadband Plan,14500,18,261000,122.96,No,,18,6639.839999999999,2105.517909002904,Middle
CUST0274,Bola Duffy,Mar-25,77,Gombe,5G Broadband Router,Female,4,Very Good,32,300GB FUP Monthly Unlimited,30000,14,420000,11.3,Yes,Better Offers from Competitors,14,361.6,34146.34146341463,Senior
CUST0274,Bola Duffy,Mar-25,77,Gombe,Mobile SIM Card,Female,4,Very Good,32,165GB Monthly Plan,35000,2,70000,187.96,Yes,Better Offers from Competitors,7,6014.72,370.44877222692634,Senior
CUST0274,Bola Duffy,Mar-25,77,Gombe,Broadband MiFi,Female,4,Very Good,32,120GB Monthly Broadband Plan,24000,6,144000,69.78,Yes,Better Offers from Competitors,4,2232.96,2034.4730149759819,Senior
CUST0275,Zina Gallegos,Jan-25,31,Bauchi,Broadband MiFi,Female,1,Poor,21,300GB FUP Monthly Unlimited,30000,9,270000,122.75,No,,14,2577.75,2181.818181818182,Young
CUST0275,Zina Gallegos,Jan-25,31,Bauchi,Mobile SIM Card,Female,1,Poor,21,10GB+10mins Monthly Plan,4500,8,36000,109.94,No,,2,2308.74,324.4997295835587,Young
CUST0276,Zainab Rogers,Feb-25,76,Bayelsa,5G Broadband Router,Female,4,Very Good,12,120GB Monthly Broadband Plan,24000,19,456000,90.42,Yes,High Call Tarriffs,4,1085.04,4987.967621964559,Senior
CUST0276,Zainab Rogers,Feb-25,76,Bayelsa,4G Router,Female,4,Very Good,12,10GB+10mins Monthly Plan,4500,8,36000,195.86,Yes,High Call Tarriffs,2,2350.32,182.87107589149647,Senior
CUST0277,Ngozi Dunn,Feb-25,50,Imo,Mobile SIM Card,Female,2,Fair,55,2.5GB 2-Day Plan,900,16,14400,35.73,Yes,High Call Tarriffs,9,1965.1499999999999,392.05009528995373,Middle
CUST0278,Amaka Johnson,Jan-25,56,Yobe,4G Router,Female,4,Very Good,17,25GB Monthly Plan,9000,4,36000,95.57,Yes,Poor Customer Service,12,1624.6899999999998,372.78657968313144,Mature
CUST0279,Alabo Carlson,Mar-25,58,Edo,Mobile SIM Card,Female,3,Good,24,10GB+10mins Monthly Plan,4500,10,45000,195.88,Yes,Poor Network,2,4701.12,228.565623730191,Mature
CUST0279,Alabo Carlson,Mar-25,58,Edo,5G Broadband Router,Female,3,Good,24,200GB Monthly Broadband Plan,25000,17,425000,65.36,Yes,Poor Network,10,1568.6399999999999,6404.460518384569,Mature
CUST0280,Grace Brock,Mar-25,73,Katsina,4G Router,Female,4,Very Good,40,25GB Monthly Plan,9000,20,180000,84.65,No,,12,3386.0,2101.5761821366023,Senior
CUST0281,Tamuno Ortiz,Feb-25,25,Katsina,5G Broadband Router,Male,3,Good,22,450GB 3-Month Broadband Plan,75000,15,1125000,54.61,No,,16,1201.42,20230.174429059523,Very Young
CUST0281,Tamuno Ortiz,Feb-25,25,Katsina,Mobile SIM Card,Male,3,Good,22,7GB Monthly Plan,3500,17,59500,149.71,No,,20,3293.6200000000003,394.79795633999066,Very Young
CUST0282,Alabo Chavez,Jan-25,68,Abuja (FCT),5G Broadband Router,Male,2,Fair,55,60GB Monthly Broadband Plan,14500,4,58000,33.8,No,,18,1858.9999999999998,1666.6666666666667,Senior
CUST0282,Alabo Chavez,Jan-25,68,Abuja (FCT),Mobile SIM Card,Male,2,Fair,55,3.2GB 2-Day Plan,1000,16,16000,13.23,No,,13,727.65,1124.3851018973999,Senior
CUST0282,Alabo Chavez,Jan-25,68,Abuja (FCT),Broadband MiFi,Male,2,Fair,55,120GB Monthly Broadband Plan,24000,13,312000,11.24,No,,4,618.2,25490.19607843137,Senior
CUST0283,Sarah Ballard,Feb-25,26,Anambra,5G Broadband Router,Female,1,Poor,40,60GB Monthly Broadband Plan,14500,15,217500,147.65,No,,18,5906.0,1463.1685166498485,Very Young
